Date,ph,do,turbidity,temp
2022-01-01,6.974902620663584,7.938632066854391,17.80791914989391,20.160472158216685
2022-01-02,7.013855369185067,8.263320216835975,22.976090125002983,21.76767954347772
2022-01-03,7.043962166485318,8.091114740310935,14.773496041902582,20.75252701563549
2022-01-04,7.116906134087053,7.94492848797087,20.92315910849876,19.4937772690318
2022-01-05,7.112012207068338,8.357820923168804,14.44052282308179,20.17940929450008
2022-01-06,7.109356727526382,8.398969480098135,13.9044668468328,19.91347901894044
2022-01-07,7.178418547708569,8.459589326879222,13.254511378144093,20.41145545266084
2022-01-08,7.190181735146103,8.563666144561314,13.244239081614866,20.539442263923902
2022-01-09,7.20851652000105,9.057785789119723,15.855223627908924,19.861379145848417
2022-01-10,7.177464027389853,8.63749868786922,15.201516258009756,20.663981539585613
2022-01-11,7.151880799617875,8.87768603196481,13.230848593894216,19.68655044049851
2022-01-12,7.195230702907583,8.78376667394827,14.61134247850318,19.02258856961049
2022-01-13,7.201782980715062,9.12001054374165,12.370278224026706,19.06870628561932
2022-01-14,7.092636226280049,9.009492684157555,13.05141865458055,18.974400771042163
2022-01-15,6.974426965205142,9.183076950756233,12.277643876646556,19.37873060946076
2022-01-16,6.962736463490101,9.47953633199962,15.74911762396428,21.16980003826621
2022-01-17,6.922728975093022,9.360239930785946,14.961128612503062,20.05466955845884
2022-01-18,6.906595164700521,9.21172632469546,12.000820650980009,21.383100059449298
2022-01-19,6.88166273131718,8.918173829225031,11.692254647130705,21.31676271178373
2022-01-20,6.844284284249239,9.204151196598994,11.50379500509273,19.837090833813587
2022-01-21,6.936079300663249,9.629092820312737,13.646797121197848,22.49315247868049
2022-01-22,6.880675618385717,9.253322196119116,11.075744904504544,21.443219831209447
2022-01-23,6.912142441173614,9.42412568252194,11.858937211520464,20.590855891025235
2022-01-24,6.777111058809175,9.696892692096428,10.451427274321892,21.798352252096667
2022-01-25,6.811367876263909,9.748211988211162,10.168597159242486,20.70248729624717
2022-01-26,6.781956362839411,9.689048463937183,10.007206229206734,21.5217740895583
2022-01-27,6.750953239288208,9.52862848162848,13.435826591926515,20.40534979288806
2022-01-28,6.756477976580138,9.919356925004228,11.272776634622325,19.95080474850524
2022-01-29,6.763906350206777,9.827279227851488,11.309960136661026,21.16303290420996
2022-01-30,6.696891166178758,9.858376504357524,13.528449848123396,21.371003933229265
2022-01-31,6.702686564232953,9.687501201405846,14.461049072121051,21.31824535438985
2022-02-01,6.773631369735262,9.653174117036158,11.341958388443024,20.836776292284643
2022-02-02,6.775851777541739,9.746573183381386,12.46158796187795,21.81242326095541
2022-02-03,6.722355931392047,9.857323313935684,12.169078130910645,22.633755176573725
2022-02-04,6.74767366141582,9.668521358216951,16.705133213074337,21.90132977036751
2022-02-05,6.706496094624872,10.111100769803295,13.294981765948096,22.467134042467464
2022-02-06,6.715779531337355,9.800622763691878,18.714459010883413,21.917462299090555
2022-02-07,6.625055302945434,9.548732640721,15.003469920417135,23.892843530782304
2022-02-08,6.55490191751521,9.77016424769812,13.983482825490496,21.170193506814957
2022-02-09,6.581788790753284,9.909947090335192,12.013223614123868,22.837277589754475
2022-02-10,6.6217103956492585,10.111356712142124,12.850978691642824,23.73926934510127
2022-02-11,6.583120810821717,10.22229939688425,12.338365686082208,22.621798076601788
2022-02-12,6.623188861061252,10.164306599054012,11.596139210275911,22.339513378649237
2022-02-13,6.559041301721673,10.192151475581229,13.164036578411237,22.40841153506541
2022-02-14,6.527497049952492,10.079720639056836,17.60892876203934,23.99681069578582
2022-02-15,6.492266457118638,10.407793523697288,13.040029418398827,21.27343513323984
2022-02-16,6.408772743712001,10.417700999623428,13.965064900548604,21.960351905285474
2022-02-17,6.50950741533634,10.208324113495603,11.209296871785869,22.222045644600623
2022-02-18,6.513275824860672,10.202726043280634,12.502357651267832,24.46140445819689
2022-02-19,6.418189877301487,10.744301714268245,11.08256158052594,23.38535167963077
